GENIE3_links,PIDC_links,GRNBOOST2_links,phase_synchrony_links
IL32_S100A6,COTL1_SDPR,FGFBP2_ID2,CD160_XCL2
LAT2_PLBD1,HIST1H2AC_KIAA0125,GRN_MS4A6A,CMTM5_IL32
AP001189.4_MYL9,CCL5_KLRB1,ASGR1_SMIM14,FCN1_LGALS2
SMCO4_TCL1A,MMD_NCR3,CMTM5_SNCA,CD79A_ZAP70
FCGR2B_SMIM14,CD2_GIMAP7,CD2_IL32,COTL1_ENHO
CD2_CD9,APOBEC3A_SAMD3,S1PR5_SERPINF1,CLU_SNX29P2
GP9_RGS18,AKR1C3_CD9,FGL2_HLA-DPB1,AIF1_IL1B
EAF2_NCF2,FERMT3_PF4,ARPC1B_GNLY,GP1BA_GZMA
GAS2L1_S100A12,C2orf88_SPON2,CEBPB_LYAR,GPR56_SNX29P2
CYBA_TYMP,KIAA0125_MYL9,GNG11_GP1BA,FOLR3_PLD4
GPX1_HLA-DPB1,AC147651.3_SPIB,PTCRA_SRGN,LAT2_SNX29P2
CD160_GSN,ARPC1B_EAF2,C9orf142_FCGR3A,F13A1_RP11-367G6.3
CLDN5_FOLR3,MAFB_TALDO1,NRGN_PF4,GZMK_S1PR5
CD9_PTPRCAP,GZMA_HINT1,PYCARD_VAMP8,GNLY_RP11-367G6.3
LGALS3_LITAF,CD79A_PPBP,GP1BA_S100A11,CD37_LYAR
EFHD2_MARCH2,BLNK_LGALS3,APOBEC3A_HLA-DMA,FCRLA_GNG11
ODC1_SPARC,ENHO_SMIM14,PF4_RGS18,CD79B_PRR5
MAP3K7CL_PARVB,CCL4_GZMA,CYBA_NPC2,CD247_TUBB1
GAS2L1_MAL,CCL4_MZB1,CDA_S100A8,SNX29P2_TUBB1
BLVRA_TNFSF13B,CCL3_NRGN,GRN_TNFSF13B,FCRLA_GZMB
FCGR2B_S100A12,C2orf88_HINT1,LGALS3_RAMP1,JAKMIP1_MS4A1
HLA-DPA1_LGALS2,NCF2_XCL1,ENHO_S100A6,FCRLA_MS4A1
CLIC3_ITGA2B,CLEC10A_MZB1,LYAR_PRF1,CD79B_FCGR3A
RP11-367G6.3_SERPINF1,C2orf88_PPBP,GZMA_S1PR5,LST1_S100A6
CD37_CD9,SNX29P2_TTC38,FPR1_HLA-DPA1,HIST1H2AC_ODC1
APOBEC3A_LYAR,PLEKHF1_PTGDR,LGALS1_XCL2,FCRLA_SAMD3
APOBEC3G_TCL1A,FCER1G_GSTP1,CTSS_NKG7,FOLR3_NCR3
SAMD3_SPON2,ITGA2B_XCL2,NCF2_PLBD1,GNG11_SPON2
CDA_HLA-DMB,H2AFY_HLA-DQB1,ARPC5L_SDPR,CMTM5_SAMD3
MS4A1_PTCRA,CEBPB_MFSD1,IL32_PPBP,TTC38_XCL2
HIST1H2AC_PTCRA,CEBPB_PTPRCAP,FCGRT_LTB,CTSW_SPARC
CLU_TUBB1,SAMD3_TCL1A,CTSW_PPBP,S1PR5_SPARC
FGL2_PDIA3,CD79A_SPON2,GRN_ZAP70,KLRC1_SPON2
TREML1_XCL2,CLEC1B_TPM1,GZMB_TIGIT,KLRC1_SRGN
GSN_IGLL5,AP001189.4_FCER1A,FCER1G_LTB,ADAM28_GNLY
PARVB_TPM1,CD72_PTGDR,HLA-DPA1_TYROBP,CD79A_CTSW
MS4A6A_S100A8,ACRBP_MAL,AKR1C3_CTSW,ADAM28_CTSW
CLIC3_FGFBP2,CD72_SPON2,H2AFY_MAL,HLA-DMB_NPC2
FGL2_MAFB,ABI3_MZB1,PGRMC1_PTGS1,LINC00936_TNFRSF1B
FCN1_PLD4,CD79B_PRR5,FCN1_GSTP1,PRSS23_SPARC
LAMTOR1_LDLRAP1,CLDN5_GZMK,AC147651.3_MAL,ARHGAP24_RP11-367G6.3
AIF1_C9orf142,CCL4_KIAA0125,MAFB_SWAP70,AP001189.4_IGLL5
TNFRSF1B_VAMP8,CMTM5_HLA-DMB,FCER1A_LGALS1,S100A8_SERPINF1
CTSS_SRGN,DYNLL1_FCGR2B,CCL3_CLEC10A,CLEC1B_FCER1A
CLU_ODC1,FOLR3_TNFSF13B,CYBA_SEPT5,CMTM5_MYL9
ADAM28_SWAP70,C1orf162_TTC38,NCR3_PARVB,PTPRCAP_XCL1
CLDN5_SDPR,CLEC10A_PRF1,ARPC5L_IFITM3,CD79B_RP11-367G6.3
HLA-DQA1_TPM4,ARHGAP24_S1PR5,CLEC10A_PPBP,FCRLA_TREML1
GP1BA_HLA-DPA1,FGFBP2_TPM4,RAMP1_S100A6,CD79B_XCL2
CD2_CLEC1B,BLNK_PLA2G12A,CST3_GSTP1,CD2_CST7
GSN_SERPINF1,DYNLL1_SPIB,CLU_LST1,KIAA0125_KLRB1
CLDN5_SPIB,GYG1_HLA-DQB1,AQP3_MAL,GZMB_SPON2
CD160_KLRB1,ITGA2B_TPM4,CD160_PLEKHF1,MS4A6A_S100A12
CMTM5_SEPT5,PLEKHF1_SPON2,IFI30_PHACTR1,CTSW_GZMH
MS4A6A_TYMP,AC147651.3_JAKMIP1,CEBPB_MS4A1,S100A12_SNX29P2
GSTP1_NRGN,FGFBP2_FPR1,MAL_XCL2,SAT1_TYROBP
LINC00926_PRF1,CD19_LITAF,CD2_PTPRCAP,KLRB1_TYROBP
LYAR_SMIM14,FCRLA_GZMA,CEBPB_S100A11,BLNK_PLEKHF1
CD9_XCL2,GNG11_XCL2,GNG11_TYMP,PF4_PGRMC1
HVCN1_SMIM14,CD19_GAS2L1,NKG7_VAMP8,GNG11_P2RX5
FGL2_PRR5,APOBEC3G_MAFB,GP1BA_SWAP70,CYBA_IFITM3
CCL4_SPON2,CST7_GZMA,CD72_PRF1,AIF1_IFITM3
CEBPB_H2AFY,CD9_ID2,CTSS_S1PR5,CD79B_PTGDR
KLRG1_PRR5,APOBEC3G_HLA-DQB1,CTSS_PTPRCAP,ARHGAP24_CD160
CST7_P2RX5,MPP1_SMIM14,GP1BA_IFITM3,BLNK_XCL2
LGALS2_VAMP8,PTGDR_TTC38,CD247_NCR3,CD19_S100A12
LAT2_MFSD1,CYBA_SNCA,IGFBP7_LGALS1,CD19_SNX29P2
ID2_PLBD1,KLRG1_SWAP70,GYG1_HLA-DPB1,LINC00926_TREML1
CCL5_TPM1,FOLR3_SRGN,IGSF6_PRF1,ENHO_PGRMC1
FGL2_PKIG,FCRLA_ODC1,MS4A1_S100A6,CD19_LYAR
APOBEC3A_FPR1,HIST1H2AC_MAL,GZMA_GZMK,LINC00926_TUBB1
ARPC5L_CLEC1B,CCL5_KLRC1,CYBA_LGALS1,CST3_S100A12
BLNK_TPM1,AP001189.4_PRSS23,CD9_PTPRCAP,KIAA0125_S1PR5
GIMAP5_RGS18,LGALS2_LY6G6F,AIF1_PTPRCAP,AQP3_GAS2L1
HLA-DOB_MS4A1,GZMH_TMEM40,GNLY_MZB1,BLNK_RAMP1
GZMB_XCL2,GPR56_SDPR,CEBPB_TIGIT,AQP3_ARPC1B
CTSW_GZMA,HOPX_RP11-367G6.3,CD160_LITAF,APOBEC3G_SPON2
HIST1H2AC_SNX29P2,FCGRT_MPP1,ACRBP_PARVB,C2orf88_GAS2L1
FCN1_NCOA4,PRF1_TREML1,PTGS1_S100A6,PKIG_TCL1A
FCRLA_HOPX,CDA_FCER1G,APOBEC3G_GZMA,GP9_GZMA
CD247_CST3,HVCN1_MZB1,ASGR1_PRF1,FERMT3_PPBP
FCER1G_HINT1,KLRC1_SPIB,CD9_KIAA0125,TNFRSF1B_TYROBP
GPR56_IL32,C5orf56_IGFBP7,C5orf56_NPC2,BLNK_TIGIT
AIF1_GSTP1,BLNK_GZMK,ADAM28_COTL1,ASGR1_LGALS2
ITGA2B_SERPINF1,CST7_MZB1,HVCN1_TCL1A,ASGR1_NPC2
CD1C_RAMP1,IGLL5_NKG7,MAFB_S100A8,PNOC_RAMP1
FCGRT_LITAF,CA2_XCL1,PKIG_XCL1,GZMB_LYAR
APOBEC3G_IFI30,FCRLA_TPM4,CD19_GZMA,CMTM5_PLA2G12A
HLA-DMB_PLBD1,BLNK_KLRC1,FCN1_PNOC,PKIG_TUBB1
CD19_PPBP,HLA-DQB1_PRSS23,FERMT3_GPR56,S1PR5_ZAP70
ENHO_XCL2,PRF1_SNX29P2,CA2_LY6G6F,CMTM5_PKIG
CD2_KIAA0125,CD37_IFITM3,FCER1G_IL32,CTSS_TYROBP
CLEC1B_MYL9,CD37_SMCO4,CD79B_MS4A1,HLA-DMA_HLA-DQA1
APOBEC3G_PLA2G12A,HLA-DMB_TUBB1,AQP3_MAP3K7CL,GZMH_KIAA0125
IL32_JAKMIP1,ARHGAP24_PRF1,HLA-DMA_MARCH2,CMTM5_IGLL5
CTSS_HLA-DMB,RAMP1_TPM4,CEBPB_TCL1A,CD19_TCL1A
FCGRT_SAMD3,FCER1G_LTB,APOBEC3G_F13A1,GIMAP5_IGSF6
GZMA_RGS18,ACRBP_C2orf88,C5AR1_FCGR3A,GP9_SNX29P2
C9orf142_GSN,AP001189.4_TNFRSF1B,GP1BA_PPBP,HLA-DPA1_TYROBP
GP9_SEPT5,EFHD2_GSTP1,GZMH_PTGS1,ARPC5L_LITAF
HLA-DPB1_NCOA4,BLVRA_LGALS2,IFI30_LGALS1,ARPC5L_CCL5
GSTP1_PNOC,HLA-DQA1_PTPRCAP,BLNK_CST7,CD79A_KIAA0125
SRGN_TCL1A,ENHO_FPR1,ARPC5L_GZMA,GPR56_TCL1A
C9orf142_CST7,GIMAP5_LTB,CD2_S1PR5,CLEC10A_PHACTR1
S100A6_S100A8,GNG11_MAP3K7CL,PTPRCAP_TIGIT,GZMH_TMEM40
COTL1_PYCARD,AKR1C3_TPM4,EAF2_GZMH,F13A1_PRF1
C5AR1_IL32,MFSD1_SMIM14,LGALS3_NRGN,MS4A1_P2RX5
CD37_HINT1,SEPT5_TIGIT,HLA-DOB_LGALS1,ADAM28_PTCRA
RAMP1_SERPINF1,GP1BA_RGS18,GSTP1_NRGN,RP11-367G6.3_TMEM40
AC147651.3_CCL4,FCER1G_MS4A6A,CTSS_LGALS2,LGALS1_S100A11
GRN_SAMD3,SPON2_TTC38,CD79B_IGSF6,MAP3K7CL_TSC22D1
MS4A1_SAMD3,NCOA4_PKIG,FCN1_PLD4,GP1BA_MS4A1
ABI3_XCL2,HLA-DOB_XCL2,ACRBP_VAMP8,FERMT3_PTGS1
S100A8_TYMP,FGFBP2_PLEKHF1,BLNK_CD9,CST7_PTPRCAP
PLBD1_SMCO4,ASGR1_HAVCR2,CD72_SPON2,FGFBP2_KIAA0125
GIMAP7_MMD,CD247_GP1BA,CD19_P2RX5,HOPX_TREML1
MMD_SRGN,HLA-DPA1_IRF8,KLRG1_LST1,CTSS_SAT1
HIST1H2AC_TCL1A,CD72_PPBP,CDA_SPARC,PNOC_PRF1
IRF8_SPON2,GZMK_HINT1,C2orf88_TYMP,CD247_SEPT5
BLNK_MYL9,APOBEC3A_LGALS2,LGALS3_S100A11,GNLY_PRF1
ACRBP_CLEC1B,ALDH2_TMEM40,CMTM5_S100A11,SEPT5_TUBB1
MZB1_PRF1,CD2_KLRB1,ALDH2_TPM4,IL32_SEPT5
FCGR3A_NKG7,ADAM28_S100A6,CD37_FCER1G,CLIC3_SEPT5
FPR1_PRR5,PPBP_TTC38,PDIA3_UBB,CST7_PRSS23
GZMK_SWAP70,CD2_MAL,CCL5_CD79A,HLA-DQA1_KLRG1
CD1C_CEBPB,C9orf142_MYL9,PARVB_SNCA,HLA-DQA1_HLA-DQB1
AC147651.3_NCR3,HOPX_IGLL5,CMTM5_IL32,CD160_CST7
PF4_TSC22D1,GZMA_PF4,GZMA_RP11-367G6.3,KLRG1_PARVB
FCGR3A_TNFRSF1B,KLRB1_MAL,LST1_MMD,LGALS2_S100A6
ITGA2B_SAT1,HIST1H2AC_LYAR,ENHO_PTGDR,S1PR5_TMEM40
AKR1C3_FGFBP2,GIMAP5_GIMAP7,PF4_S100A11,MS4A6A_TYMP
CYBA_TNFSF13B,P2RX5_PRF1,CLDN5_MAP3K7CL,HLA-DOB_PTCRA
CLEC10A_RGS18,ABI3_FCGRT,FGFBP2_PLEKHF1,ITGA2B_PNOC
PYCARD_UBB,C9orf142_IGLL5,C9orf142_S1PR5,BLNK_PRF1
IFI30_PDIA3,HLA-DPA1_IGFBP7,SPARC_TREML1,CCL4_PDIA3
FERMT3_TSC22D1,PGRMC1_RGS18,CLDN5_CTSS,CLIC3_MPP1
PTGS1_TIGIT,CD72_HVCN1,CLEC10A_XCL1,APOBEC3G_HOPX
PDIA3_UBB,HLA-DMA_HLA-DQA1,GIMAP5_MAL,GAS2L1_SEPT5
MARCH2_TTC38,ITGA2B_PRF1,CD37_FGFBP2,CCL4_CLIC3
PTGDR_XCL2,CCL4_FERMT3,ARHGAP24_FCER1A,CCL4_LY6G6F
BLVRA_PDIA3,ASGR1_IGFBP7,GIMAP7_VAMP8,GP9_PRF1
MAFB_PGRMC1,MS4A1_TPM4,IGLL5_KLRC1,APOBEC3G_RP11-367G6.3
AKR1C3_CST7,CLIC3_PLD4,FCGR3A_NKG7,LAT2_RAMP1
FERMT3_GIMAP5,IGFBP7_SEPT5,PHACTR1_S100A6,FPR1_PDIA3
TREML1_TTC38,FPR1_ITGA2B,AC147651.3_PARVB,GP1BA_MAL
LYAR_S100A12,CYBA_IL32,ITGA2B_S100A11,S100A8_TYMP
MMD_TIGIT,CCL4_CD19,APOBEC3A_MAP3K7CL,HLA-DQA1_KLRB1
IL32_MYL9,GSTP1_LITAF,FCRL6_TCL1A,MZB1_S100A8
HAVCR2_NPC2,FCGR2B_KLRC1,SPON2_TALDO1,LAT2_RP11-367G6.3
IFITM3_LAT2,CLIC3_TREML1,CCL3_PPBP,RP11-367G6.3_TUBB1
GPX1_MS4A6A,BLNK_RP11-367G6.3,GAS2L1_SNCA,PTGDR_TREML1
PPBP_SPARC,EAF2_S100A8,CD79A_SERPINF1,CST3_NPC2
CD9_PRSS23,GRN_GZMH,BLVRA_GPR56,APOBEC3G_PTGDR
ID2_MARCH2,ADAM28_IL32,ADAM28_CYBA,JAKMIP1_PRSS23
GNLY_PTPRCAP,CA2_ENHO,ITGA2B_XCL2,GNG11_PTGDR
H2AFY_TYMP,IGFBP7_TIGIT,GZMB_HVCN1,LY6G6F_PNOC
ARPC5L_PTGS1,BLNK_PNOC,ARPC1B_GPX1,FGFBP2_SNX29P2
CLDN5_RGS18,MZB1_PPBP,GNG11_IL32,HLA-DRB1_MS4A6A
GPX1_PKIG,CD247_PRR5,BLVRA_RAMP1,CST3_VAMP8
ASGR1_PRF1,IL32_PTGS1,LGALS3_TIGIT,FOLR3_S100A12
HLA-DPA1_ID2,CD247_RGS18,LDLRAP1_NRGN,HLA-DOB_IGLL5
ABI3_CD79B,ASGR1_SEPT5,FERMT3_HLA-DRB1,JAKMIP1_PTGDR
FGFBP2_XCL1,CD2_GIMAP5,CCL3_S100A8,CD79A_TUBB1
SAT1_TPM1,HLA-DMB_TNFSF13B,CST3_HLA-DPB1,BLNK_SAMD3
HLA-DQA1_PLA2G12A,CD79A_IGLL5,AP001189.4_GNLY,IL32_PTGDR
EFHD2_MS4A1,CD72_PF4,HLA-DRB1_TNFRSF1B,PRF1_TREML1
LGALS2_NPC2,MS4A1_S1PR5,F13A1_PF4,BLNK_GZMB
FOLR3_SPIB,CD72_RP11-367G6.3,APOBEC3A_XCL2,CLEC10A_FCER1G
BLVRA_SNCA,F13A1_HAVCR2,PTPRCAP_VAMP8,NPC2_TYMP
KLRG1_S1PR5,C5orf56_TIGIT,FOLR3_GNG11,FOLR3_LAMTOR1
C5AR1_H2AFY,CD79A_RP11-367G6.3,HLA-DPA1_HLA-DQB1,MARCH2_RAMP1
FCGR2B_FOLR3,PHACTR1_PLD4,CLDN5_CYBA,IL32_MAL
AKR1C3_P2RX5,ASGR1_TIGIT,BLVRA_MYL9,AKR1C3_PNOC
CD37_DYNLL1,FGFBP2_TTC38,ABI3_GRN,SEPT5_TSC22D1
PRF1_TCL1A,AC147651.3_GIMAP5,FCGR3A_TIGIT,AKR1C3_ZAP70
GPX1_ID2,AQP3_PNOC,CD72_CTSW,GZMB_PTGDR
GRN_MFSD1,SNCA_SWAP70,ACRBP_S100A6,FOLR3_HOPX
JAKMIP1_MMD,LGALS2_TYROBP,CCL5_CYBA,FCRL6_HOPX
LAMTOR1_PGRMC1,CEBPB_IRF8,C1orf162_MFSD1,KLRB1_P2RX5
IFI30_NCOA4,CCL4_PRF1,CD1C_GZMH,FCRL6_GZMB
GNLY_HLA-DPA1,GIMAP5_KLRB1,HIST1H2AC_SDPR,BLNK_SEPT5
CCL5_GZMA,AKR1C3_EFHD2,PRSS23_TCL1A,MS4A6A_VAMP8
P2RX5_PRF1,FCRLA_NCOA4,FERMT3_MPP1,CLEC10A_VAMP8
CCL3_TALDO1,C2orf88_CST7,C2orf88_FOLR3,ARHGAP24_IGLL5
HLA-DMB_PHACTR1,MZB1_PTGDR,FCER1G_FCGR2B,LY6G6F_TTC38
IL1B_NRGN,FPR1_SNCA,GRN_MFSD1,CD19_NCOA4
GZMB_PF4,GIMAP5_MAL,ALDH2_NRGN,FGFBP2_GZMB
LINC00936_UBB,ABI3_HLA-DQA1,FERMT3_TYMP,AP001189.4_GZMH
CD1C_PHACTR1,HAVCR2_IGFBP7,ABI3_S100A6,CLIC3_HLA-DOB
CCL3_GNG11,PLD4_TREML1,CD79B_HIST1H2AC,COTL1_IFITM3
C5AR1_GNLY,C2orf88_ODC1,CD37_GRN,CCL4_ITGA2B
GP9_TREML1,C5orf56_SEPT5,HIST1H2AC_SEPT5,KLRC1_PRF1
CLU_SNX29P2,SPARC_XCL2,FCER1A_TIGIT,ITGA2B_TREML1
BLVRA_IRF8,LYAR_PGRMC1,FERMT3_SNCA,COTL1_CYBA
GP1BA_LGALS1,CD72_IGLL5,HINT1_XCL2,KLRC1_S1PR5
MS4A6A_SRGN,AIF1_GP1BA,ARPC1B_CLIC3,CD79A_KLRC1
CCL3_CDA,CD79A_PLEKHF1,ABI3_VAMP8,GAS2L1_ITGA2B
PTPRCAP_S1PR5,PF4_PLEKHF1,FCGR2B_S100A8,GAS2L1_PTCRA
CLEC10A_PTGS1,LINC00926_TPM4,FCRLA_HIST1H2AC,GZMH_LITAF
C5AR1_IL1B,PNOC_SNX29P2,LY6G6F_TYMP,FCGRT_GSTP1
ARPC1B_NPC2,GAS2L1_HOPX,MPP1_TYMP,CA2_SNCA
FGFBP2_TALDO1,ADAM28_GP1BA,CST7_CTSS,GZMH_SAMD3
AIF1_PTPRCAP,EAF2_HAVCR2,HIST1H2AC_IFI30,CD19_NCR3
FERMT3_SNCA,CD79A_HVCN1,IFITM3_NKG7,CD160_FCRLA
HAVCR2_SMCO4,GSTP1_IGFBP7,C2orf88_HLA-DRB1,HVCN1_NKG7
DYNLL1_TPM4,CD72_CD79A,FCGRT_PRF1,MS4A1_TIGIT
APOBEC3A_ODC1,GYG1_GZMH,SERPINF1_SNX29P2,S100A6_TYMP
FERMT3_GIMAP7,CD37_ODC1,GNG11_XCL2,MS4A6A_PLBD1
BLVRA_CLIC3,HIST1H2AC_LITAF,BLVRA_EFHD2,CD79B_HVCN1
HLA-DOB_PGRMC1,CMTM5_XCL1,CLEC10A_CLU,CLIC3_CST7
CD160_NCR3,GP1BA_NRGN,BLNK_SPIB,IGSF6_MS4A6A
FERMT3_LITAF,NKG7_PNOC,LITAF_XCL2,S100A12_S100A6
GNG11_MMD,HVCN1_TTC38,CD19_GSN,HLA-DQA1_HLA-DRB1
FERMT3_HINT1,PLEKHF1_PPBP,LAMTOR1_LGALS2,CTSW_FCRLA
PTGDR_S100A6,CD160_GZMA,GNLY_RP11-367G6.3,PLEKHF1_TREML1
CCL3_TPM1,GZMA_PPBP,KLRB1_LYAR,SDPR_TSC22D1
SDPR_TSC22D1,CD79A_PTGDR,FCN1_PGRMC1,CD72_TREML1
IFI30_VAMP8,IGLL5_MZB1,CD247_SPON2,ENHO_S100A6
CYBA_IL1B,GPX1_PTPRCAP,PYCARD_TCL1A,GPX1_GSTP1
CLDN5_FCRL6,FCGR3A_TNFRSF1B,KLRG1_XCL2,ARHGAP24_HVCN1
HINT1_TNFSF13B,TCL1A_TREML1,LGALS2_MAP3K7CL,ODC1_TSC22D1
GRN_PHACTR1,ARHGAP24_GZMA,HLA-DPA1_PRR5,CA2_CCL4
CST3_HLA-DPB1,C9orf142_FCER1A,IGSF6_PNOC,CCL4_PRSS23
GNG11_PTGS1,GPX1_MYL9,CD37_GNLY,CD160_GPR56
HLA-DPA1_IGFBP7,ALDH2_HLA-DMB,FGL2_S100A6,RGS18_TREML1
GPX1_HAVCR2,GZMH_MS4A6A,MAFB_TIGIT,CLU_RGS18
CTSS_PDIA3,H2AFY_HVCN1,AIF1_HINT1,LY6G6F_PTPRCAP
LST1_PLEKHF1,C2orf88_PF4,KIAA0125_TYROBP,NRGN_RGS18
SDPR_SNX29P2,KIAA0125_ODC1,CD79A_CYBA,AP001189.4_KIAA0125
PGRMC1_PTPRCAP,CD72_PLEKHF1,KLRB1_TIGIT,AP001189.4_PNOC
PLBD1_SPIB,NRGN_RGS18,NCR3_TYROBP,GP9_RGS18
ACRBP_IL1B,HVCN1_PLEKHF1,GNG11_IFI30,CD72_GNG11
ADAM28_PTPRCAP,AC147651.3_KLRB1,CD2_PRSS23,CST7_GPR56
NRGN_TMEM40,EAF2_GSTP1,C2orf88_F13A1,AP001189.4_TTC38
PHACTR1_XCL1,PLBD1_XCL1,C1orf162_FGL2,GZMK_P2RX5
CD79B_GPX1,PTGDR_SPARC,CST3_ID2,AP001189.4_ZAP70
C1orf162_PLD4,NCOA4_SERPINF1,HLA-DPA1_SWAP70,MYL9_S1PR5
AKR1C3_CD79A,GNG11_TMEM40,FCER1G_JAKMIP1,IGSF6_SMCO4
ABI3_ARHGAP24,EAF2_F13A1,FGFBP2_SPON2,S1PR5_SAMD3
HIST1H2AC_TTC38,IFI30_PARVB,HAVCR2_LST1,GNLY_PF4
CLIC3_IL32,ITGA2B_MARCH2,ID2_IRF8,ACRBP_GNG11
CEBPB_NKG7,PLEKHF1_RP11-367G6.3,CD37_HIST1H2AC,RP11-367G6.3_S100A12
C9orf142_GNLY,ARHGAP24_ODC1,LINC00926_PTPRCAP,SPON2_TMEM40
IL32_LST1,C5orf56_GPR56,CD9_HVCN1,AP001189.4_GNLY
NPC2_VAMP8,CD9_IL1B,CCL4_HLA-DMB,HLA-DRB1_SRGN
PF4_SNCA,CD37_DYNLL1,ACRBP_HLA-DRB1,ARHGAP24_P2RX5
GP1BA_TYMP,LTB_S100A12,CD79A_GSN,NCR3_P2RX5
EFHD2_LITAF,GRN_SNCA,GPX1_MS4A6A,GZMB_ITGA2B
GZMH_SAT1,FGL2_GP9,GPX1_PLEKHF1,CA2_SNX29P2
IGFBP7_TSC22D1,HLA-DOB_PTGDR,FGFBP2_IGFBP7,CCL4_ID2
FCGRT_MMD,C2orf88_KIAA0125,PF4_SNCA,TCL1A_ZAP70
HOPX_IL1B,CCL5_GZMA,KLRC1_PTGS1,HLA-DMB_S100A12
LGALS1_PRSS23,ALDH2_MS4A6A,CLU_GAS2L1,HINT1_PGRMC1
AIF1_ARHGAP24,IFI30_S100A6,ASGR1_GRN,LYAR_NKG7
ARPC5L_CD2,HOPX_PLA2G12A,EAF2_FCER1G,AIF1_ARPC1B
CLDN5_HAVCR2,PGRMC1_PTCRA,CLU_SMIM14,CD19_ITGA2B
HLA-DMA_MPP1,NKG7_TPM1,GP9_RP11-367G6.3,CD247_GNLY
SAMD3_TPM1,CD1C_PTGDR,CD247_CD79A,NRGN_S100A8
AP001189.4_IL1B,PRSS23_TCL1A,GIMAP5_HLA-DRB1,ABI3_HLA-DQA1
CD37_GSN,CTSW_P2RX5,GZMK_HLA-DPB1,AQP3_FCER1A
ALDH2_TREML1,C1orf162_LTB,FGFBP2_PTGDR,CLIC3_CTSW
SMCO4_SNX29P2,MFSD1_PTGDR,PRF1_VAMP8,CD9_SDPR
CMTM5_TYMP,ASGR1_F13A1,AIF1_IGFBP7,GP1BA_PTCRA
LTB_PRR5,MPP1_TNFRSF1B,HLA-DPA1_PLEKHF1,ARPC5L_TSC22D1
HLA-DQA1_HLA-DRB1,CD79B_LINC00936,LTB_S100A8,ENHO_SAT1
LAT2_RAMP1,AQP3_BLNK,PARVB_XCL2,HIST1H2AC_LDLRAP1
CD247_MS4A1,CTSW_PRF1,PKIG_PRF1,CST3_CYBA
FCRL6_TYROBP,CMTM5_FCER1G,C5AR1_LAT2,ARPC1B_CD2
IFI30_MARCH2,CD19_PLA2G12A,MS4A6A_PARVB,CD79B_P2RX5
GPX1_TMEM40,HLA-DMB_LGALS1,LINC00936_PARVB,CMTM5_MAP3K7CL
SEPT5_TPM1,KLRC1_PNOC,CD9_FCGRT,KIAA0125_SAMD3
MS4A6A_PARVB,AC147651.3_MAL,HVCN1_ZAP70,CLU_HINT1
C1orf162_NCF2,ENHO_TPM4,ASGR1_PLBD1,IGLL5_KIAA0125
CD2_IL32,FERMT3_RP11-367G6.3,KLRG1_PARVB,CLIC3_KIAA0125
AP001189.4_CD1C,CA2_GP9,GSTP1_SPIB,CD79B_LY6G6F
NCF2_SPIB,PDIA3_PRF1,CA2_CMTM5,CTSW_GZMA
BLNK_CTSW,HINT1_PLA2G12A,C5orf56_SMIM14,CD1C_HLA-DPA1
ALDH2_ENHO,FCER1A_TCL1A,GYG1_HLA-DMA,LGALS1_LINC00936
S100A6_SPIB,CCL3_IL32,AP001189.4_MS4A1,APOBEC3G_P2RX5
GZMB_HVCN1,AC147651.3_CD2,CD79B_PNOC,GPX1_LGALS2
GPX1_ZAP70,RAMP1_SMIM14,CLEC1B_S1PR5,ADAM28_KIAA0125
CCL3_CCL4,C2orf88_HVCN1,GSN_S100A6,AIF1_CYBA
CLIC3_TCL1A,APOBEC3G_GNG11,CD79B_HVCN1,KLRG1_SRGN
MAFB_NCOA4,HLA-DQB1_XCL2,MS4A1_NCOA4,TIGIT_TMEM40
APOBEC3G_MPP1,CCL4_ODC1,SEPT5_TREML1,SAMD3_SNX29P2
HLA-DQA1_TALDO1,NKG7_RP11-367G6.3,GAS2L1_ITGA2B,PRF1_ZAP70
ADAM28_ARPC1B,C9orf142_SAMD3,CD19_UBB,FCER1G_SAT1
KLRG1_NCR3,FGFBP2_MZB1,C5orf56_PPBP,FCER1G_FCGRT
CMTM5_COTL1,IGLL5_PLEKHF1,NCOA4_PRSS23,CTSS_TNFRSF1B
LTB_SPON2,LINC00926_P2RX5,GIMAP5_S100A12,LGALS2_S100A8
CD79B_LGALS2,CD1C_XCL2,CLEC10A_CTSW,CD79B_PLEKHF1
CCL4_CD72,LGALS3_S100A11,GZMB_SDPR,MMD_SEPT5
LINC00936_LTB,F13A1_PRR5,PGRMC1_TYMP,FCER1G_TNFRSF1B
MAFB_MPP1,BLNK_KIAA0125,CDA_NRGN,HLA-DRB1_VAMP8
AIF1_LST1,FCN1_MS4A1,CD247_HLA-DPA1,CD79A_PNOC
CD247_GIMAP5,FCER1A_SDPR,CD160_TYROBP,MS4A1_SAMD3
CTSW_LINC00926,C1orf162_PLEKHF1,GSN_LST1,AP001189.4_SPON2
GNG11_LDLRAP1,PRR5_RGS18,KLRB1_NCOA4,FOLR3_VAMP8
IFITM3_KLRG1,PNOC_RP11-367G6.3,FCGRT_S100A12,GNG11_MYL9
GNG11_RAMP1,EFHD2_IGSF6,S100A8_VAMP8,FCN1_GRN
C1orf162_CD37,KLRG1_TPM1,CCL4_GRN,JAKMIP1_LITAF
CD1C_RP11-367G6.3,HAVCR2_SEPT5,MAP3K7CL_SNCA,APOBEC3G_LY6G6F
