GENIE3_links,PIDC_links,GRNBOOST2_links,phase_synchrony_links
FCER1G_LTB,CCL5_PNOC,TPM1_TSC22D1,MAFB_MPP1
GPR56_PRSS23,ITGA2B_LST1,CDA_IFITM3,FCGR2B_MAFB
EFHD2_IGFBP7,APOBEC3A_GZMA,AKR1C3_PRF1,CA2_CLDN5
ARPC5L_GZMA,NKG7_PF4,PYCARD_S100A8,KLRC1_LY6G6F
GP9_LAT2,ALDH2_LY6G6F,HINT1_TNFSF13B,CLIC3_LITAF
ARPC1B_ASGR1,PTGS1_RGS18,CCL5_CLU,APOBEC3G_SMCO4
CST7_FOLR3,CST3_XCL1,ALDH2_SPIB,APOBEC3G_CD247
GIMAP7_MS4A1,MS4A1_TMEM40,ACRBP_TUBB1,NCR3_PRF1
DYNLL1_ID2,ARHGAP24_PNOC,H2AFY_MS4A6A,CST7_PNOC
FCN1_PYCARD,BLNK_SPON2,HOPX_MAL,CLU_MYL9
PPBP_TCL1A,IGFBP7_SDPR,HIST1H2AC_MMD,GRN_HLA-DMB
CCL3_MS4A6A,FCER1A_HVCN1,GZMA_PTCRA,C9orf142_FERMT3
HLA-DRB1_MMD,MS4A1_PARVB,CD160_JAKMIP1,HLA-DPA1_LGALS3
MS4A6A_S100A12,CD72_NCOA4,CTSS_S100A8,AIF1_HAVCR2
C9orf142_CCL4,CD247_FCER1G,FGL2_PRR5,GNLY_SPARC
FCGR2B_HLA-DMB,LAT2_NCF2,FERMT3_TMEM40,GNLY_TMEM40
APOBEC3A_CD37,HLA-DOB_LY6G6F,LGALS1_TIGIT,CTSW_GYG1
FCER1A_TIGIT,CLIC3_GZMH,CLDN5_FCER1G,HVCN1_PF4
DYNLL1_ZAP70,EAF2_IFITM3,CD37_FCGR3A,CCL3_MS4A6A
CLEC10A_PHACTR1,LGALS1_SMCO4,LGALS2_TYROBP,HVCN1_LAMTOR1
APOBEC3G_ID2,SPIB_TYROBP,CD160_HLA-DQA1,CD72_CD9
APOBEC3G_NCF2,NCOA4_PTGDR,CD79B_S100A8,FPR1_GRN
LGALS3_SDPR,HLA-DOB_SMIM14,NCOA4_S100A8,FCRLA_GPR56
PARVB_TUBB1,C5orf56_NCOA4,RP11-367G6.3_SEPT5,H2AFY_TIGIT
CYBA_TNFRSF1B,ADAM28_CD247,AIF1_SWAP70,HAVCR2_PLD4
AQP3_HLA-DQA1,ID2_PRR5,HLA-DMB_LINC00926,MZB1_PTGS1
HLA-DPB1_PTPRCAP,ASGR1_EFHD2,NKG7_UBB,ITGA2B_SPARC
FOLR3_MAP3K7CL,CD37_CTSS,PKIG_SDPR,CD160_HAVCR2
EAF2_TALDO1,FCRLA_PNOC,KIAA0125_PRF1,IL32_P2RX5
PARVB_TMEM40,PTGDR_TPM4,CST3_GNLY,FCER1A_LINC00936
CEBPB_FERMT3,GZMA_TTC38,SEPT5_TIGIT,IL32_TREML1
LYAR_RGS18,BLNK_NCR3,APOBEC3A_AQP3,HLA-DQB1_TREML1
FOLR3_TYROBP,GZMA_PRF1,C1orf162_S100A8,CST7_HLA-DOB
IGSF6_PARVB,APOBEC3A_NCF2,ALDH2_CEBPB,FCRL6_PNOC
HLA-DPA1_IFITM3,FCRL6_S100A6,ALDH2_PLEKHF1,AKR1C3_CCL3
CLIC3_SMIM14,BLVRA_HLA-DQB1,PDIA3_TTC38,FGFBP2_HINT1
CD79B_FERMT3,SAT1_SMIM14,FOLR3_HLA-DRB1,HLA-DPA1_SERPINF1
ARPC1B_TPM4,NCOA4_PF4,KLRB1_SDPR,MS4A6A_ODC1
GPX1_LAMTOR1,CST7_PTGDR,COTL1_SRGN,NRGN_PF4
CD1C_CD79A,NCOA4_TREML1,SRGN_TCL1A,FGL2_S100A6
ARPC1B_S100A8,GNG11_SDPR,APOBEC3G_PKIG,SPARC_TSC22D1
CD247_F13A1,CD1C_TIGIT,MAFB_PNOC,HLA-DRB1_PLBD1
ALDH2_LYAR,ALDH2_CLEC10A,FCGRT_VAMP8,AKR1C3_GZMB
LINC00936_TCL1A,CLU_TCL1A,C1orf162_LAT2,ACRBP_S100A6
CLIC3_RAMP1,HINT1_ODC1,ALDH2_IGFBP7,S100A11_TNFRSF1B
GZMA_RP11-367G6.3,MS4A1_NCOA4,CLDN5_MMD,ACRBP_PTCRA
PGRMC1_TYROBP,GZMA_MZB1,IGSF6_VAMP8,ARPC5L_CCL3
CD79A_GZMA,EFHD2_TIGIT,CLIC3_TMEM40,CYBA_HLA-DRB1
CLEC10A_FCRL6,FGL2_RAMP1,CTSS_PLEKHF1,IL1B_SERPINF1
CLU_SAMD3,ASGR1_IRF8,AP001189.4_GZMA,PTGS1_TPM1
LST1_TYROBP,ASGR1_CA2,FCRL6_PTPRCAP,CD160_HLA-DRB1
FCGR3A_HLA-DMA,ODC1_PLEKHF1,C5AR1_SNCA,GZMA_HVCN1
PLA2G12A_PLEKHF1,ALDH2_CD247,IFI30_NCR3,F13A1_TSC22D1
GZMA_HLA-DPA1,FGFBP2_SAMD3,CD160_FGL2,FGL2_HLA-DRB1
GYG1_TNFSF13B,FCRL6_PRSS23,CD72_CD79A,FCER1A_LGALS2
CLEC10A_RP11-367G6.3,RP11-367G6.3_TPM4,CMTM5_CYBA,FCGRT_PTCRA
CD1C_COTL1,CD1C_SEPT5,ARPC1B_SPARC,FCGR2B_HLA-DQA1
FCGR2B_KLRC1,GNLY_PLEKHF1,GZMK_PNOC,IL32_MS4A1
MAP3K7CL_SNCA,CD1C_TNFRSF1B,HLA-DQA1_ID2,FCRLA_MYL9
LY6G6F_S100A11,CCL4_TPM4,ABI3_SRGN,GZMB_SEPT5
PGRMC1_PKIG,HLA-DQB1_UBB,ACRBP_FERMT3,CCL3_ODC1
HLA-DRB1_NCOA4,CD1C_ENHO,CEBPB_NKG7,HOPX_SEPT5
CDA_CLU,CCL3_LTB,FGL2_PKIG,CMTM5_MMD
NCOA4_S100A6,GSN_GZMH,KLRG1_S100A12,HLA-DMB_LINC00936
SNX29P2_TMEM40,HLA-DRB1_ZAP70,CDA_HLA-DMB,ARHGAP24_CD72
CST7_GP9,CD79A_KIAA0125,AC147651.3_CLIC3,C2orf88_TYMP
CD79A_CD9,C5orf56_ITGA2B,CEBPB_ODC1,C2orf88_GSN
CEBPB_GRN,NCOA4_P2RX5,RP11-367G6.3_SPON2,FGL2_SAT1
MPP1_UBB,CD79A_ENHO,GNLY_P2RX5,FCER1A_IL1B
ID2_PDIA3,ARHGAP24_TMEM40,MS4A6A_PLA2G12A,GP1BA_SDPR
CLIC3_FCRLA,HLA-DPA1_PLA2G12A,ARPC5L_KIAA0125,GZMH_PTCRA
FERMT3_LYAR,CD1C_LINC00926,BLVRA_FGFBP2,FERMT3_MS4A1
CYBA_MS4A6A,AKR1C3_HLA-DOB,F13A1_TUBB1,CDA_SPIB
NCF2_TUBB1,IGLL5_NCOA4,ENHO_PRSS23,AKR1C3_KLRC1
CD2_MAL,RGS18_S100A6,GNLY_H2AFY,GRN_TTC38
H2AFY_PRSS23,CTSS_FERMT3,CD79A_GSTP1,H2AFY_NPC2
CD79A_FCRLA,CD72_KIAA0125,ABI3_EAF2,PPBP_SDPR
NCF2_PDIA3,APOBEC3G_RAMP1,CCL4_GYG1,CLDN5_TIGIT
GZMH_TCL1A,APOBEC3G_XCL2,PLEKHF1_TUBB1,NRGN_SNX29P2
HLA-DOB_S100A6,AIF1_SAT1,MMD_SWAP70,FGL2_GRN
ARPC5L_IGFBP7,CD72_GNLY,CLU_TREML1,APOBEC3A_NRGN
ACRBP_FERMT3,MZB1_XCL2,IGFBP7_KIAA0125,LGALS2_TPM4
HLA-DQB1_SRGN,SMCO4_TALDO1,ITGA2B_TYROBP,PLEKHF1_TTC38
APOBEC3G_PLD4,PKIG_PTGDR,FCN1_TIGIT,KLRG1_SWAP70
HLA-DMA_SWAP70,CD79B_CLEC1B,CMTM5_S100A8,LINC00936_S100A8
FCER1G_TTC38,CEBPB_KLRB1,LAMTOR1_SRGN,TIGIT_TTC38
CST7_MZB1,ALDH2_CD72,AP001189.4_TPM1,HLA-DMB_NKG7
FCER1G_PTPRCAP,LGALS1_TTC38,LAMTOR1_ODC1,FCER1G_HLA-DPA1
ARHGAP24_NPC2,LY6G6F_SAT1,CDA_TPM4,CCL5_P2RX5
HIST1H2AC_KLRG1,GPX1_TSC22D1,IFI30_IGFBP7,FCER1A_FOLR3
LAMTOR1_TYMP,PKIG_XCL2,CLEC1B_GSN,CLIC3_HVCN1
CCL3_ID2,FCGR3A_RP11-367G6.3,C5orf56_GYG1,SAT1_TNFRSF1B
AIF1_TNFRSF1B,MFSD1_TNFRSF1B,LGALS2_SAMD3,CST7_ZAP70
RP11-367G6.3_SNX29P2,EFHD2_SEPT5,FCN1_HLA-DPB1,FCRLA_SDPR
ODC1_TREML1,GPX1_SMIM14,LINC00926_NPC2,MMD_SMIM14
CD9_IFITM3,SAMD3_SMIM14,HLA-DPA1_S100A6,IL32_MPP1
CCL5_TNFRSF1B,KIAA0125_KLRB1,AKR1C3_JAKMIP1,HLA-DQA1_HVCN1
FCGR3A_LGALS3,BLVRA_CD9,GZMA_LTB,CYBA_SAT1
KIAA0125_NKG7,CLIC3_CTSW,GNLY_SDPR,C5AR1_CD79B
CD79A_PLA2G12A,HLA-DPB1_MARCH2,ARPC1B_CLU,CST3_MS4A6A
CCL4_MYL9,FGL2_LY6G6F,CTSW_FERMT3,ARPC1B_TYMP
CCL4_GNLY,LY6G6F_SPARC,FCER1A_GZMA,C2orf88_ENHO
FCGRT_HAVCR2,CD2_FOLR3,FERMT3_LAT2,HLA-DQA1_MS4A6A
GP9_MS4A1,AQP3_C2orf88,C5orf56_IFI30,CCL5_LY6G6F
CLEC10A_TCL1A,CDA_FCRL6,NPC2_PDIA3,DYNLL1_SAT1
FPR1_HLA-DQB1,HLA-DMA_TUBB1,HLA-DMA_PLD4,COTL1_TYMP
CLIC3_LGALS1,GPX1_PPBP,RGS18_S100A12,APOBEC3A_LAMTOR1
C2orf88_GSN,KIAA0125_PLEKHF1,GSTP1_HINT1,HOPX_MS4A1
PPBP_RGS18,AQP3_CD37,LY6G6F_PYCARD,CCL3_LAMTOR1
FCN1_LAMTOR1,C1orf162_IRF8,KLRB1_S100A12,FGFBP2_ID2
APOBEC3A_PYCARD,HOPX_P2RX5,S100A8_TPM4,CST3_PHACTR1
ARPC5L_GYG1,CCL5_PDIA3,FERMT3_MS4A6A,PNOC_XCL2
HAVCR2_S100A12,AKR1C3_CA2,CD1C_GZMB,GPR56_SAMD3
DYNLL1_TREML1,TPM4_XCL2,PTGS1_TYROBP,AIF1_NPC2
CCL5_GSN,CLU_GPX1,LITAF_MAFB,AP001189.4_LAT2
EAF2_GIMAP5,CST3_HLA-DPB1,NPC2_PGRMC1,FOLR3_HLA-DMB
LGALS1_S100A8,CLEC10A_CST7,ABI3_HLA-DOB,ENHO_TYMP
FERMT3_SPARC,GZMH_ZAP70,FOLR3_PLA2G12A,GNLY_TSC22D1
ARPC1B_CTSW,TYROBP_ZAP70,GNG11_PRF1,MAP3K7CL_RGS18
GZMB_SAT1,EAF2_LAT2,FCGR3A_NPC2,ADAM28_CD79B
FPR1_ODC1,FPR1_GSN,PLA2G12A_S100A8,IGFBP7_MARCH2
HINT1_RGS18,FCER1G_IRF8,TMEM40_XCL2,FCER1G_SPIB
MAFB_SNX29P2,ALDH2_PLD4,HLA-DRB1_LITAF,C2orf88_GIMAP7
ARPC1B_EFHD2,GZMB_SDPR,FGL2_LTB,MS4A6A_SRGN
APOBEC3A_SNX29P2,RAMP1_SAMD3,NPC2_ZAP70,KLRB1_TNFRSF1B
FCGRT_TREML1,FCGR3A_GPX1,PHACTR1_PTGS1,MARCH2_P2RX5
TPM1_TPM4,CCL3_RGS18,MARCH2_TNFSF13B,LITAF_PGRMC1
C1orf162_CCL5,IL32_NCF2,PPBP_SPARC,FGFBP2_GNLY
H2AFY_MARCH2,CD19_GNLY,FGL2_PDIA3,AIF1_FGL2
PPBP_RAMP1,CCL4_NCOA4,GPX1_PTPRCAP,IGFBP7_LYAR
CD2_MMD,ENHO_SAMD3,AIF1_HLA-DPB1,ADAM28_TTC38
CD37_LYAR,MAP3K7CL_MS4A1,CD79B_HLA-DPB1,CLDN5_XCL2
ID2_MFSD1,ADAM28_RGS18,CD79A_PRF1,CD160_NKG7
DYNLL1_GZMH,BLNK_CD79A,CD37_LGALS1,CD9_FGFBP2
CD79B_PNOC,HAVCR2_NRGN,COTL1_FCGR3A,ARPC1B_C2orf88
FCN1_LTB,CA2_TREML1,ARHGAP24_S100A11,CD2_MAL
CMTM5_PTPRCAP,GNLY_MZB1,CTSW_ZAP70,HIST1H2AC_MYL9
CLDN5_LGALS2,HLA-DMA_LINC00936,C5orf56_HOPX,HLA-DPB1_NKG7
FCGR3A_NCOA4,IRF8_SWAP70,AKR1C3_ARPC1B,AIF1_SPIB
GSN_XCL2,CD247_SWAP70,FGL2_SDPR,BLNK_FCRL6
CLU_HINT1,ACRBP_TSC22D1,CLIC3_TNFSF13B,BLNK_KLRB1
CLIC3_FCRL6,CCL4_CLEC10A,MZB1_SDPR,CCL5_GPR56
MS4A1_NCOA4,FCRLA_PTGDR,AC147651.3_AKR1C3,MYL9_TCL1A
FCRLA_MS4A1,P2RX5_PTGDR,HINT1_TMEM40,HLA-DMA_S100A12
MFSD1_TTC38,ACRBP_LGALS3,AQP3_HOPX,CMTM5_GZMA
HLA-DRB1_NCF2,CTSW_PTGDR,IL1B_TREML1,HLA-DQA1_S100A12
AQP3_CCL4,HLA-DPA1_ZAP70,CCL5_FERMT3,BLVRA_HLA-DRB1
C9orf142_TPM1,FGL2_GRN,PPBP_SERPINF1,IL1B_LGALS1
GSN_S1PR5,CTSS_SMIM14,CYBA_LAT2,BLNK_NCR3
CDA_SDPR,C2orf88_TTC38,CTSS_SDPR,GNG11_IGLL5
CCL5_FCN1,C2orf88_PRF1,CA2_TUBB1,BLNK_F13A1
APOBEC3G_LTB,FGL2_PTPRCAP,CLEC10A_MMD,GYG1_RAMP1
FCN1_HVCN1,CD160_NKG7,FGL2_MYL9,MMD_TCL1A
BLNK_GZMB,LINC00926_MAP3K7CL,CLU_GPX1,GYG1_ZAP70
CTSS_HLA-DPA1,APOBEC3G_GP9,LGALS2_LGALS3,CDA_TNFRSF1B
ACRBP_C2orf88,C5AR1_IL32,PLEKHF1_SEPT5,CTSW_PNOC
COTL1_ENHO,FCER1A_FGFBP2,AP001189.4_PTCRA,HLA-DRB1_IGSF6
ADAM28_GPR56,ARPC1B_CD37,HLA-DPA1_MFSD1,AIF1_C5AR1
ITGA2B_RGS18,MS4A6A_S100A8,C5orf56_TYROBP,NRGN_PGRMC1
CLDN5_SRGN,ENHO_LAMTOR1,CD37_HLA-DMA,AQP3_CD247
ABI3_MAL,NKG7_UBB,CD247_S100A8,CEBPB_CLU
SMCO4_TTC38,CD19_GIMAP7,ID2_S100A12,CD160_GNLY
ALDH2_CD19,HLA-DPA1_LGALS2,IFITM3_TNFRSF1B,FOLR3_LGALS2
FCGRT_TUBB1,CD72_XCL2,P2RX5_PRF1,LST1_MFSD1
IFITM3_PLA2G12A,CD9_SAT1,FERMT3_HLA-DPA1,MARCH2_TUBB1
CCL3_ODC1,CLIC3_FCRL6,H2AFY_SMCO4,FGFBP2_RGS18
HOPX_HVCN1,EFHD2_HAVCR2,GIMAP7_GSTP1,C9orf142_HVCN1
GRN_NKG7,BLNK_PPBP,JAKMIP1_LGALS2,JAKMIP1_TCL1A
ABI3_APOBEC3A,MARCH2_S100A11,FGL2_TPM4,SDPR_TUBB1
LGALS2_TREML1,ITGA2B_LINC00926,C5orf56_LGALS1,FOLR3_HLA-DRB1
IGLL5_PLEKHF1,ALDH2_TREML1,ADAM28_SNCA,CMTM5_PF4
CD1C_TCL1A,HINT1_KLRC1,LAMTOR1_TTC38,CD9_XCL2
ODC1_TPM4,C2orf88_PLD4,HLA-DPA1_TNFSF13B,C1orf162_HLA-DPB1
CST3_GP1BA,IL1B_TYROBP,IL32_S100A6,BLNK_PNOC
ARHGAP24_HAVCR2,KLRB1_NKG7,RAMP1_TUBB1,CMTM5_MS4A1
ID2_TTC38,PPBP_TPM4,LGALS1_LGALS2,PKIG_TREML1
LY6G6F_S100A6,CD19_MS4A1,CD1C_CD79B,CD9_NCOA4
ABI3_HLA-DQA1,PHACTR1_PLEKHF1,NKG7_RAMP1,C5orf56_HINT1
HLA-DRB1_MFSD1,HAVCR2_XCL1,GZMK_RAMP1,PPBP_TUBB1
GAS2L1_NRGN,CLU_PPBP,FCRL6_FGFBP2,MPP1_PGRMC1
ARPC1B_GZMA,H2AFY_NCOA4,IGFBP7_VAMP8,CYBA_S100A8
CYBA_LAMTOR1,CD37_LDLRAP1,HVCN1_MAL,CCL5_IGLL5
CTSW_PYCARD,FCGR2B_GIMAP5,ALDH2_CLDN5,BLNK_S1PR5
CCL3_NRGN,HLA-DQB1_PTPRCAP,CD79B_CLEC1B,CA2_IL1B
GNG11_IFITM3,CTSW_NCOA4,CCL4_VAMP8,CD19_GPR56
HLA-DMA_LITAF,AKR1C3_FGL2,H2AFY_MMD,IFITM3_SERPINF1
HLA-DPB1_IRF8,FCGR3A_MFSD1,GZMA_SPON2,APOBEC3G_GZMA
CMTM5_SDPR,HVCN1_NKG7,CST7_KLRB1,BLNK_CD79A
CLEC1B_HLA-DQA1,FCRL6_LINC00926,APOBEC3G_PLA2G12A,FERMT3_GNG11
P2RX5_PKIG,ALDH2_CD79A,TIGIT_VAMP8,AC147651.3_ACRBP
HLA-DQB1_KIAA0125,S100A6_SMIM14,BLNK_TMEM40,HVCN1_PLA2G12A
APOBEC3A_HLA-DMA,CA2_ITGA2B,PLEKHF1_PRF1,CD9_RAMP1
GNG11_PF4,CEBPB_HLA-DOB,CYBA_HLA-DMA,PF4_TCL1A
FCGR3A_TNFSF13B,CD79A_PNOC,CCL4_PTGDR,CCL5_SPON2
ASGR1_GP1BA,APOBEC3A_NKG7,CD2_TYROBP,KIAA0125_LGALS3
DYNLL1_FCGR2B,AKR1C3_SPARC,GNLY_HIST1H2AC,PTPRCAP_RAMP1
HLA-DPA1_KLRG1,CDA_ENHO,FCRL6_S100A6,CYBA_FOLR3
LGALS3_TYMP,NCR3_ODC1,IFI30_MMD,GP1BA_SNX29P2
GZMA_LTB,CLEC10A_FERMT3,APOBEC3A_S100A12,AC147651.3_F13A1
ARHGAP24_PLEKHF1,KLRB1_TPM1,AIF1_LINC00936,CD9_RP11-367G6.3
ABI3_GZMH,PHACTR1_TTC38,CD1C_CST7,FOLR3_TNFRSF1B
CD37_PGRMC1,CTSW_MARCH2,HLA-DMA_MS4A6A,NCOA4_RP11-367G6.3
GZMK_PLA2G12A,EFHD2_FCRL6,EAF2_FCGR3A,P2RX5_S100A12
LST1_TNFRSF1B,CLEC10A_SPON2,CD9_PYCARD,GNG11_S100A12
GIMAP5_HLA-DMB,GZMH_PTPRCAP,HLA-DMA_TSC22D1,HLA-DQB1_SMIM14
LTB_NCOA4,CCL5_MAL,CCL3_HLA-DMA,AKR1C3_HLA-DQA1
S100A12_SPIB,BLNK_S1PR5,FGFBP2_SMCO4,GNLY_RAMP1
C5AR1_PTGS1,GP9_GZMH,CLEC1B_VAMP8,HLA-DPB1_NPC2
TALDO1_VAMP8,BLNK_PF4,GRN_MAFB,SMIM14_SNX29P2
IL32_TREML1,HLA-DPB1_NRGN,ALDH2_MFSD1,S100A8_VAMP8
GAS2L1_TSC22D1,GZMH_LY6G6F,C1orf162_PRF1,ARHGAP24_FGFBP2
FERMT3_MS4A1,FGFBP2_PRF1,BLVRA_TYROBP,GSTP1_HLA-DQA1
IFI30_LYAR,ALDH2_XCL2,GNG11_SAMD3,HLA-DOB_KIAA0125
LGALS2_LGALS3,CLIC3_ODC1,C1orf162_CD37,CCL5_GP9
CCL5_SEPT5,ADAM28_CA2,GSN_MS4A1,CD79A_F13A1
C1orf162_ODC1,AP001189.4_GP9,GSN_LY6G6F,APOBEC3G_GPR56
JAKMIP1_SWAP70,APOBEC3A_PNOC,APOBEC3A_CCL3,LGALS2_TYROBP
FCER1G_H2AFY,ITGA2B_P2RX5,CTSS_GSTP1,IL32_SNX29P2
HLA-DRB1_ZAP70,PTGDR_SNX29P2,IL1B_LINC00936,MYL9_TUBB1
IGFBP7_SMCO4,CMTM5_CST3,AIF1_FGL2,S100A12_SRGN
EAF2_MFSD1,GP9_SERPINF1,BLVRA_NKG7,FCGRT_ID2
ABI3_MARCH2,CA2_TIGIT,APOBEC3A_LINC00926,GSTP1_KLRG1
HLA-DPA1_PGRMC1,FCRLA_MARCH2,FCRL6_SAT1,HAVCR2_TYROBP
AIF1_CEBPB,IL1B_LY6G6F,CLDN5_VAMP8,NCR3_PLBD1
ARPC5L_CD160,PHACTR1_TPM4,FGL2_VAMP8,IFITM3_LGALS1
ALDH2_IFI30,FCRLA_TREML1,ARPC5L_HLA-DRB1,FGL2_MFSD1
C2orf88_NKG7,ARHGAP24_FCER1A,CCL3_SAT1,CLEC1B_GIMAP5
C5orf56_XCL2,HIST1H2AC_NKG7,CD247_SRGN,ARPC5L_ODC1
ID2_ZAP70,BLNK_CCL5,LGALS2_PGRMC1,HLA-DOB_NCR3
IFI30_TNFSF13B,PNOC_S1PR5,PF4_S100A6,CD79B_ITGA2B
CDA_IFI30,HAVCR2_LGALS2,CLIC3_FCGRT,CD9_GZMH
ACRBP_RGS18,TYMP_XCL1,FPR1_GZMB,GZMH_NKG7
CD37_SRGN,ARPC5L_GZMA,HIST1H2AC_MAL,GP9_PPBP
LGALS3_PRR5,ALDH2_PLEKHF1,GIMAP7_GZMH,GRN_HLA-DPB1
LGALS2_TYMP,CLIC3_FGFBP2,PGRMC1_UBB,CD37_GZMB
CD2_MAFB,C9orf142_KIAA0125,KIAA0125_PLD4,CD2_CLEC1B
FPR1_KIAA0125,GNG11_PLEKHF1,CCL3_HLA-DQA1,FCGR2B_HOPX
CD19_PLEKHF1,FCGR3A_LGALS2,PKIG_TCL1A,HINT1_IFITM3
FCN1_LINC00936,CD9_GZMH,HLA-DRB1_S100A8,HLA-DQA1_P2RX5
RGS18_SWAP70,PF4_TPM4,AIF1_TNFRSF1B,GPX1_S100A8
GZMA_LYAR,CD79A_PHACTR1,LGALS3_NCOA4,GAS2L1_GZMB
CDA_MS4A6A,GP9_TIGIT,HLA-DQA1_PARVB,ARHGAP24_GZMK
C9orf142_PLEKHF1,GNLY_KIAA0125,GAS2L1_MAP3K7CL,CYBA_LGALS2
CCL4_HOPX,NCOA4_PLEKHF1,ABI3_APOBEC3G,HLA-DMB_HLA-DPB1
CCL5_PPBP,CD19_VAMP8,CD247_FOLR3,LAT2_LINC00926
CEBPB_FPR1,CD9_FCGRT,ALDH2_FCRLA,IRF8_KIAA0125
BLVRA_GPX1,GZMB_PTGS1,MAP3K7CL_PPBP,HLA-DPB1_LINC00936
HLA-DPB1_PRR5,GNG11_TTC38,C1orf162_MAL,DYNLL1_HLA-DPB1
CD19_GZMB,FCRLA_TMEM40,CLEC1B_SPIB,GAS2L1_JAKMIP1
FCER1G_SMCO4,LINC00926_TREML1,ID2_PHACTR1,CCL4_SNX29P2
HLA-DMB_PRR5,PLD4_SNX29P2,ADAM28_GP9,ADAM28_CD160
C1orf162_GIMAP7,C9orf142_GP9,IL1B_TYROBP,HLA-DRB1_KLRB1
CTSS_IFITM3,SMIM14_SPARC,BLVRA_ID2,MAL_SERPINF1
GZMB_LYAR,CA2_SEPT5,GSN_SRGN,TNFRSF1B_VAMP8
MAFB_PRR5,MFSD1_XCL2,GZMB_MS4A6A,HLA-DPA1_LGALS1
HLA-DQB1_PGRMC1,CDA_LY6G6F,CLDN5_CLU,APOBEC3G_TCL1A
IGSF6_IL1B,HAVCR2_TUBB1,FCRL6_TYMP,MYL9_SAMD3
GPX1_MARCH2,FGFBP2_HLA-DOB,FCRL6_TYROBP,CLIC3_GP9
ADAM28_ZAP70,NRGN_XCL1,CD160_F13A1,HLA-DRB1_NCR3
GYG1_MFSD1,HVCN1_TPM4,CCL3_TPM4,ABI3_BLVRA
FCN1_PRR5,BLNK_PLEKHF1,ALDH2_S100A12,CA2_HAVCR2
C1orf162_SMIM14,FCRL6_P2RX5,IFITM3_SMCO4,ASGR1_HLA-DMB
GZMH_PRF1,BLNK_KLRG1,FGFBP2_JAKMIP1,C1orf162_TNFSF13B
GSN_S100A6,EAF2_EFHD2,CD72_FCRLA,CTSW_TTC38
LGALS2_SPIB,KIAA0125_PPBP,GP9_MS4A1,GZMB_JAKMIP1
CD37_ODC1,GP9_SEPT5,F13A1_SAMD3,HVCN1_MYL9
GYG1_ID2,GZMA_KLRC1,IGFBP7_SPIB,GSTP1_IFI30
CD79B_HAVCR2,CD9_GPX1,SNX29P2_TPM4,ARHGAP24_NCR3
FCRLA_GSN,BLVRA_LGALS1,MS4A1_MZB1,LYAR_TIGIT
HLA-DQB1_LDLRAP1,HIST1H2AC_SNX29P2,C5AR1_TNFRSF1B,CLEC10A_HLA-DPB1
CD160_GAS2L1,S100A8_TNFSF13B,HLA-DMB_PRF1,ALDH2_MAP3K7CL
LDLRAP1_PHACTR1,CTSS_LITAF,PRSS23_S100A6,MYL9_ZAP70
GRN_TPM1,FCER1G_NRGN,CD79A_FCRLA,FERMT3_ZAP70
AIF1_TYMP,FCGRT_ID2,ADAM28_CLDN5,CD160_GP9
CMTM5_JAKMIP1,GZMB_TCL1A,AKR1C3_HLA-DRB1,HLA-DPA1_MZB1
FCRL6_TCL1A,GPR56_TNFSF13B,BLNK_HLA-DRB1,LITAF_TMEM40
HVCN1_MS4A1,ABI3_ALDH2,FPR1_HLA-DRB1,ACRBP_MYL9
CLU_MPP1,FCER1G_ZAP70,CD37_NKG7,H2AFY_HLA-DMA
CD2_FCRLA,CA2_GZMH,CTSW_KLRC1,CD247_SPARC
CST3_TPM4,CD72_PHACTR1,CTSS_SRGN,FPR1_GZMB
C1orf162_LDLRAP1,CCL4_TREML1,FOLR3_HLA-DQA1,SAT1_TYMP
C1orf162_C5AR1,BLVRA_PRF1,FPR1_LGALS2,CD72_MARCH2
IL32_TIGIT,HAVCR2_SNCA,H2AFY_PTPRCAP,HLA-DPA1_HLA-DQB1
HLA-DRB1_LGALS3,HOPX_VAMP8,GNLY_NKG7,PTGS1_S1PR5
NRGN_PKIG,HLA-DQA1_XCL2,IGLL5_PTGS1,FGL2_HLA-DMA
CD1C_SPON2,CD1C_CD9,CLIC3_TYROBP,MPP1_S1PR5
GZMH_ITGA2B,ARPC1B_GP9,CYBA_PTPRCAP,HLA-DOB_TREML1
IGLL5_PGRMC1,IGLL5_PLD4,COTL1_FOLR3,PF4_XCL1
MPP1_TYMP,FCRL6_MZB1,CEBPB_SRGN,ADAM28_MYL9
FERMT3_TYMP,GPX1_XCL1,CMTM5_RGS18,ARPC5L_PLEKHF1
TNFRSF1B_TPM1,KLRG1_ODC1,IL32_MYL9,CD9_GZMB
CLU_FCER1A,F13A1_PTPRCAP,CD2_PGRMC1,P2RX5_PTPRCAP
HIST1H2AC_LAT2,C5orf56_GZMB,CD79A_TYMP,MARCH2_S1PR5
CLU_GPX1,FCGR2B_ID2,HLA-DOB_PRF1,F13A1_MYL9
C9orf142_HOPX,PLD4_RP11-367G6.3,IGSF6_PARVB,CD9_GP1BA
MPP1_SAMD3,F13A1_MS4A6A,GSN_HVCN1,MS4A1_PTPRCAP
CCL3_LAT2,AC147651.3_NKG7,GPX1_HIST1H2AC,CCL5_TSC22D1
ACRBP_MAP3K7CL,GP9_LINC00926,EAF2_JAKMIP1,PPBP_ZAP70
HVCN1_ITGA2B,P2RX5_TMEM40,FCGR2B_FCRLA,GNLY_MPP1
