GENIE3_links,GRNBOOST2_links,PIDC_links,phase_synchrony_links
AP1S2_FCER1G,BLK_GSTP1,HLA-A_S100A6,CD8A_EAF2
APOBEC3G_S100A9,FCRL6_MARCH1,NKG7_RPS10,COTL1_LY86
GSTP1_RPL18A,RPL36_RPS27,MYL12A_RPL11,CEBPD_NOSIP
RPL14_RPL35A,CTSW_RPS6,GZMM_NCR3,BLVRB_OAZ1
FTL_RAC1,HLA-E_LDHB,LAG3_VPREB3,HLA-DRA_RPS6
KIAA0125_PSAP,NKG7_SERPINA1,HLA-DMB_RPL11,ISG20_LTB
RPS10_S100A9,HLA-DOB_RPS12,CST3_HVCN1,MALAT1_PKIG
IL7R_RPS4X,LINC00926_P2RX5,PTPRCAP_RPS10,FGFBP2_NPC2
LYZ_MALAT1,RAC1_RARRES3,LGALS2_RPS4X,LY86_S100A9
GPX1_SH2D2A,CTSS_GZMA,GNG7_TALDO1,RPS3A_SH2D2A
CD68_RPS14,PFN1_RPL14,LGALS2_RPS3A,FCRLA_SERPINA1
CYBA_HLA-A,GABARAP_LINC00926,CXCR4_LY86,CD3D_RPS20
CD37_RPL13A,RPL10_VPREB3,RPL3_RPS28,EAF2_LCK
CST3_GSTP1,CD247_LYAR,ARPC5L_RPLP0,CEBPD_RPL10A
FGFBP2_GABARAP,APOBEC3G_CST7,IL32_RPS28,CD72_FCRLA
RPL13_RPS13,MALAT1_RPS27A,FCER2_RPL27A,FTH1_HLA-B
HLA-DQA2_TMEM66,IRF8_SPI1,HLA-DQA1_NCF2,RPS11_TSPAN13
HVCN1_OAZ1,CXCR4_MS4A1,CTSW_FCGRT,BLK_LDHB
OAZ1_S100A4,CCL5_RPLP2,NPC2_PFN1,FCRLA_RARRES3
HLA-DPB1_RPS4X,RPS29_VPREB3,AP1S2_RPL21,GNG7_NPC2
PTPRCAP_RPL14,FCRLA_S100A4,AIF1_CCR7,GNG7_RPL14
CST3_RPS4X,KIAA0125_LGALS1,CYB561A3_RPS14,CEBPD_CYB561A3
CST7_RPS27A,RPLP0_SAMD3,RPS3A_RPS4X,BRI3_P2RX5
RPS3A_SPI1,NCF2_RPS3,AC092580.4_HLA-DRB5,CEBPD_RPSA
EEF1A1_RPSA,RPL31_VPREB3,CST7_TKT,CD40_HLA-DOB
BLVRB_S100A6,RPS27_RPS28,CD79B_ISG20,TCL1A_TYMP
C12orf75_CD99,LINC00926_SAT1,EAF2_RPL30,FCRLA_RPLP0
S100A9_TSPAN13,FTL_LGALS2,FTL_RPS4X,CFP_RPL10A
CCL4_RPL36,HLA-A_RPS15A,EAF2_FCRLA,CD72_RPSA
S100A9_TALDO1,KLRG1_SNX2,LGALS1_MARCH1,CD72_ISG20
HLA-DRB5_RPS18,GZMM_MALAT1,CHST12_RPS27A,BANK1_PNOC
CD37_VPREB3,HLA-DQA1_MYL12A,LGALS2_PFN1,NOSIP_RPS25
RPL23A_RPS14,CCL4_FCGRT,CFD_PTPRCAP,CD72_GZMM
HLA-E_RPL21,RPS25_TKT,CD3E_RPL32,RPS28_TYROBP
LGALS1_TIGIT,B2M_RPL31,CYB561A3_LTB,PTPRCAP_S100A4
AC092580.4_LDHB,BRI3_MALAT1,BLK_MARCH1,CD37_PKIG
C12orf75_RPS10,MYL12A_PDLIM1,EEF1A1_TSPO,LDHB_RPL5
MYL12A_RPS3A,RPL32_RPS5,B2M_TSPAN13,LYZ_RPL14
C12orf75_P2RX5,CXCR4_RPS28,OAZ1_SNX2,GZMH_RPS29
CD74_HLA-DOB,CD37_LST1,AP1S2_RPS20,CD79A_MATK
CXCR4_HLA-DQB1,BLVRB_RPS3,CTSS_CXCR4,CD2_RPS15A
OAZ1_RPL13A,CD3D_TSPO,HLA-DOB_HLA-DQA1,RPL13_TALDO1
CST3_OAZ1,HLA-DQA1_P2RX5,CD99_RPS10,AIF1_RPS28
CFP_RPS5,CTSS_RPS12,RPL30_TIGIT,FCGRT_RPS13
LDHB_LINC00926,CD79B_NCF2,FCRLA_RPS11,CD247_RPL14
CYBA_RPL11,RPL32_VPREB3,CD74_HLA-DMA,AC092580.4_FCRL6
HLA-B_RPL23A,CD72_TSPAN13,LINC00926_RPS10,HLA-DPA1_NKG7
COTL1_RPL5,CD8B_CFD,NKG7_RPS27,HLA-DMB_PSAP
PDLIM1_RPS15A,CD3E_MARCH1,GZMA_IL32,CD79A_CTSW
APMAP_NPM1,NPM1_PDLIM1,BANK1_RPSA,LAG3_PSAP
BLK_PFN1,SH2D2A_SPI1,CD68_RPL5,CYB561A3_MS4A6A
HLA-A_RPS25,CD8B_RPL30,CD74_GABARAP,GRN_PTPRCAP
HLA-DMB_RPL30,CST3_LYAR,CCR7_RPS14,HLA-DMB_NCR3
RPS3_SH2D2A,EAF2_SPIB,C12orf75_EAF2,GPX1_KIAA0125
RPL35A_RPS27A,DUSP2_S100A4,GRN_HLA-C,FCRL6_RPL3
APOBEC3G_SAT1,BANK1_RPL11,HVCN1_RPSA,RPS12_S100A6
GABARAP_RPS29,PFN1_TKT,CD247_GZMH,CYBA_LCK
CD99_HLA-DMB,NPM1_RPS18,NKG7_PFN1,AP1S2_MATK
CD79A_RPS18,CD3D_RARRES3,FGFBP2_HLA-DRB1,PSAP_RPL14
GSTP1_LGALS2,MYL12A_TCL1A,PKIG_RPS20,AIF1_PPAPDC1B
PSAP_RPS11,GRN_IL32,HLA-DMA_HLA-DQA2,SH2D2A_TYMP
CD8B_S100A4,RPL27A_TSPO,ARPC5L_CD14,GZMM_MALAT1
LST1_OAZ1,LINC00926_RAC1,AC092580.4_RPS29,PKIG_PNOC
FCER2_HLA-DMB,RAC1_VPREB3,BLK_HLA-DRB5,CD79B_TMEM66
RPL36_RPLP0,RPS13_TKT,HLA-B_RAC1,P2RX5_TIGIT
RPL30_VPREB3,NCR3_RPS10,CD8B_RPS23,PKIG_RPS28
CD72_NCF2,B2M_HVCN1,C12orf75_IRF8,RPS29_SMIM14
NEAT1_RPS3,ARPC5L_EEF1A1,GZMK_RPL18A,GZMA_RPS3
RARRES3_SNX2,RAC1_RPS14,C12orf75_CCR7,PKIG_RPS25
IRF8_RPL27A,CEBPD_HLA-DMA,MS4A1_PSAP,FCRL6_RPL23A
CCL4_FTL,LST1_RPL30,RPL23A_SNX2,GRN_RARRES3
CXCR4_SH2D2A,RPL3_RPS4X,BRI3_RPS27A,CYBA_HLA-DRB5
AIF1_CEBPD,NPM1_RPL11,CD247_RPS14,RPL11_S100A9
RPS29_TCL1A,CCR7_MATK,HLA-C_PKIG,C12orf75_RPS12
CST3_MS4A6A,CD40_EEF1A1,HOPX_S100A9,GZMA_RPL9
HLA-DMB_RPS3A,CFP_RPS23,HLA-DPA1_RPL10A,RPL3_RPS18
HLA-DRB5_RPS12,HLA-C_RPLP2,GZMH_RPL9,TIGIT_TPT1
CD72_RPL30,HLA-DQB1_RPL14,HVCN1_RPL3,GPX1_NCR3
AP1S2_TSPAN13,CD2_TSPO,BRI3_LINC00926,GABARAP_LGALS3
S100A8_TYMP,CD37_RPS3,AIF1_ISG20,GZMM_SAT1
CD79A_SH2D1A,CST7_GNG7,FCER2_RPS13,CHST12_SH2D2A
CD79A_RPL13A,LY86_RPL18A,CCL5_RAC1,HLA-DQB1_IRF8
BLK_RPL35A,CST3_NPM1,CST3_P2RX5,HLA-C_HLA-DMB
GABARAP_RPS25,HLA-DOB_LYZ,EEF1A1_FTH1,LDHB_RPS11
HLA-DRB1_SAT1,HLA-DPA1_LYZ,APMAP_CD79A,HLA-DOB_TYROBP
CD37_RPL9,LYAR_MS4A1,HLA-DQA2_RPS4X,HLA-DRB1_IL7R
CD74_HOPX,APMAP_CCR7,CD37_LYAR,AP1S2_PNOC
RPL21_TCL1A,LGALS3_SPIB,LY86_TMEM66,CTSS_RPL5
CD14_SAT1,HLA-DPA1_SNX2,PKIG_S100A6,PNOC_RPL10A
LINC00926_RPS10,RPS15A_RPS4X,KIAA0125_LGALS3,HLA-DMA_SNX2
CXCR4_RPL23A,NPC2_RPL10A,CD99_HLA-C,CD72_RPS28
FCGRT_FTH1,RPS20_RPS23,FCRLA_RPS3A,AC092580.4_RPS3
GPX1_RPL36,CST3_DUSP2,ARPC5L_EAF2,HLA-DMB_HLA-DPB1
FTL_RPL21,RPL3_RPL36,LST1_MALAT1,CD2_RPS29
FCER1G_RPL5,GNG7_TKT,C12orf75_LGALS3,CCL4_TMEM66
HLA-DOB_RPLP2,B2M_S100A11,MYL12A_RPL32,NPM1_SNX2
HLA-DPB1_RPLP0,CD37_ISG20,CCR7_FCER1G,SH2D2A_TMEM66
CD37_RPL23A,RPS11_RPS20,CD37_IRF8,HVCN1_RPS4X
CD3D_LDHB,P2RX5_RPL3,BRI3_RPL21,CYB561A3_RARRES3
EEF1A1_PDLIM1,PNOC_RPL14,CD14_RARRES3,GABARAP_RPS4X
RPL27A_RPS14,CTSW_LYAR,CD74_IRF8,ARPC5L_P2RX5
CD40_RPL18A,RAC1_RPS15A,CDA_LYAR,BANK1_GABARAP
DUSP2_RPS28,LINC00926_S100A9,FTL_S100A6,RPL14_TIGIT
CDA_GNG7,CD79A_S100A4,LCK_PYCARD,PFN1_TIGIT
RPS20_S100A4,HLA-DRA_PNOC,LY86_RPL10A,NEAT1_RPL11
GRN_S100A9,CD40_LST1,LGALS2_MALAT1,GZMH_SAT1
HLA-DRB5_RPL23A,FTL_PTPRCAP,FTH1_LINC00926,CXCR4_GPX1
HLA-DQA1_RPL5,HLA-DOB_SAT1,ISG20_PPAPDC1B,HLA-B_RPS23
RPS18_SERPINA1,CD2_HLA-DMB,CDA_PKIG,GZMA_RPS25
FCER2_FCGRT,CD79B_NPC2,CD3D_RPL30,CCR7_HLA-DRB1
HLA-DRB1_SAMD3,LINC00926_RPS3,BLK_SNX2,GZMH_RPS3
MARCH1_RPS29,CFP_TALDO1,CTSW_GRN,CST3_MATK
CST3_LY86,CD79A_HLA-C,BANK1_RPL13,RPL27A_SNX2
LDHB_RPS6,RPL21_RPL3,APMAP_EAF2,GABARAP_HLA-B
HLA-E_RPL23A,HVCN1_RPL10,HLA-DPA1_P2RX5,AIF1_IRF8
CD37_EEF1A1,APMAP_S100A6,HOPX_SNX2,HLA-C_LYAR
CTSS_RPS14,LYZ_NOSIP,HLA-DRB1_P2RX5,SAMD3_SNX2
ARPC5L_CDA,APMAP_RPS11,GABARAP_PTPRCAP,CHST12_RPS12
APMAP_B2M,HLA-E_VPREB3,NEAT1_RPS23,RPS25_RPS5
ISG20_RPLP2,HLA-DPB1_RPL32,CD99_SAMD3,GPX1_HLA-DMA
CD74_PDLIM1,AP1S2_RPL18A,HLA-DOB_NOSIP,AP1S2_RPS27
RPS15A_RPS25,FTL_LYZ,CXCR4_GPX1,RPS29_S100A4
HLA-DRA_PYCARD,RPS20_TSPO,RPS15A_VPREB3,RPL5_S100A9
AP1S2_CTSS,CTSW_RPS3,CD37_CST7,AP1S2_BANK1
CHST12_PFN1,AP1S2_NCF2,CYBA_S100A9,MS4A1_RPL31
HCST_RPL5,FCGRT_FTH1,CD247_S100A11,BANK1_MALAT1
PTPRCAP_RPL30,AIF1_RPL18A,CD68_RPS27A,CTSS_RPS11
BANK1_FCRLA,MALAT1_SAT1,KLRG1_P2RX5,CD8B_SPIB
HLA-A_NOSIP,RPL23A_SPIB,CFP_HLA-C,CD14_MATK
PDLIM1_TIGIT,LCK_P2RX5,LAG3_RPL31,CTSS_RPS3A
CD14_GZMA,BLVRB_HLA-DQB1,MARCH1_TIGIT,CYB561A3_PTPRCAP
CD3D_RPL18A,CD68_DUSP2,CYBA_EAF2,CDA_RPS11
CD40_HLA-DMB,FGFBP2_RPL13A,CD72_CXCR4,PFN1_SPIB
HLA-DRB1_RPL35A,CFD_HLA-C,HOPX_OAZ1,RPL13A_RPL5
HLA-DMA_NEAT1,RPS6_SNX2,CCL4_CD68,FTL_RPL9
CCL5_HLA-DQA2,GZMA_HLA-DQB1,KIAA0125_MS4A1,HLA-DOB_S100A4
CD99_HLA-DRB5,LTB_RPL13,HLA-A_LDHB,LDHB_SPIB
FTH1_RPS6,LAG3_TSPO,CTSW_GPX1,FCER1G_LYZ
BLK_RPL36,AIF1_NCF2,HLA-DMA_MALAT1,FCER1G_SPIB
CD74_CEBPD,CD74_HLA-C,S100A8_SMIM14,CST7_RPS15A
AP1S2_RPL9,PSAP_PTPRCAP,CD247_NPM1,CD40_IRF8
FCN1_FCRLA,ISG20_MS4A1,BRI3_SPIB,LYZ_PSAP
P2RX5_RPS14,B2M_IRF8,MATK_PTPRCAP,HLA-DQB1_RPL31
CCL4_TKT,RPL36_TALDO1,HLA-DOB_LGALS2,FTH1_RARRES3
CD2_RPS23,KIAA0125_S100A11,ARPC5L_HLA-DPA1,RPS23_TALDO1
BLVRB_PYCARD,C12orf75_KIAA0125,GZMA_TALDO1,CD8B_TMEM66
BANK1_KIAA0125,ARPC5L_HVCN1,CCR7_S100A6,CD79A_S100A4
LCK_MARCH1,SH2D1A_TKT,GZMA_RAC1,RPS12_SH2D2A
HOPX_SH2D2A,BANK1_CTSW,CTSS_HLA-DQB1,PSAP_TSPAN13
AC092580.4_RPS11,HLA-DMA_P2RX5,APMAP_PTPRCAP,CD2_RPS20
CD74_FCRLA,CD79B_IRF8,CYB561A3_FCGRT,AP1S2_ISG20
RPS3A_SNX2,HLA-DRB5_IRF8,CCR7_RPS27,OAZ1_PSAP
PRF1_RPS5,GPX1_TSPAN13,C12orf75_CST3,CCL5_NOSIP
CCL5_RPL18A,FTL_RPL18A,GZMK_LGALS2,GZMH_ISG20
AP1S2_LY86,CD79A_KIAA0125,PNOC_RPLP0,HLA-C_S100A6
GNG7_VPREB3,RPS5_TCL1A,FCER1G_HLA-DQA2,GNG7_HLA-DRB1
RPL31_RPS28,CD3E_RPSA,C12orf75_LYAR,S100A9_TCL1A
FCRLA_S100A6,FCRL6_PFN1,CHST12_RPS28,LYZ_VPREB3
FCGRT_S100A4,HLA-DQA2_TSPO,HLA-DQA1_PKIG,HLA-DQB1_RPL13
ARPC5L_S100A4,APMAP_FGFBP2,PPAPDC1B_RPLP0,RPL32_RPS12
RPL35A_RPS29,HLA-DRB1_RPS15A,PPAPDC1B_PTPRCAP,HLA-DRB1_TPT1
BANK1_CD79A,PRF1_RPL13A,BLK_CD3D,AP1S2_CD68
EAF2_LYZ,CD2_RAC1,HLA-DQA2_LST1,GABARAP_SPI1
CCL5_RPL21,CCL5_RPS5,LY86_RPS20,AIF1_CYBA
ISG20_RPL10A,CXCR4_MYL12A,RPS27_SPIB,HLA-DPA1_NCR3
FCRLA_GABARAP,EEF1A1_FGFBP2,CCL4_SMIM14,GZMK_RPS12
CXCR4_LYZ,GZMA_RPL18A,HLA-DMA_LCK,RPL10A_RPL31
CST3_GPX1,CD74_TIGIT,CD79A_FCN1,PSAP_SH2D2A
RPS5_S100A9,LCK_MALAT1,GZMH_RPS28,HLA-DPB1_PFN1
EAF2_SNX2,CST7_EAF2,CXCR4_RPS20,RARRES3_TALDO1
EEF1A1_HLA-DQA1,HLA-DRB1_NCF2,NEAT1_RPS13,CCL4_VPREB3
HLA-DQA2_RPL14,GRN_RPS18,PPAPDC1B_S100A11,CD99_TALDO1
HLA-DRB5_RPL10A,AP1S2_LGALS3,C12orf75_RPS10,CYBA_MS4A6A
FTH1_HLA-DQA2,CCL5_LGALS3,LYZ_RPL3,CD247_RPS13
HLA-C_RPS15A,AC092580.4_CD74,CHST12_TMEM66,AP1S2_RPL3
FGFBP2_LINC00926,CD68_RPS3,GRN_HLA-DPA1,PSAP_RPS12
CD2_PPAPDC1B,HLA-DQB1_RPL5,TIGIT_TMEM66,GZMK_PSAP
CTSW_RPS25,CD8A_TYROBP,CD40_FGFBP2,CDA_PFN1
NCR3_PNOC,CCL4_CD3D,CD74_S100A8,HLA-DMA_RPS3A
HLA-DQB1_KIAA0125,GZMA_S100A6,HLA-DOB_RPS13,RPS14_SNX2
FCN1_RPL11,CST3_TKT,HLA-DQA1_HVCN1,HLA-DMA_RPS13
RPL18A_RPL3,EEF1A1_FTL,NPC2_RPS27A,GABARAP_MALAT1
CD40_RPL23A,FCGRT_RPS6,RAC1_RPS20,CD79B_HCST
DUSP2_TKT,BLVRB_COTL1,LGALS3_RPS6,MS4A6A_RPS28
PPAPDC1B_TSPO,CD8B_RPS23,HLA-DRB1_LST1,HCST_KIAA0125
SAT1_TIGIT,CD14_NEAT1,CD37_PPAPDC1B,HLA-A_MALAT1
KIAA0125_LDHB,RPL10A_RPS29,GZMH_PNOC,CD37_HLA-B
KIAA0125_MS4A1,FCER2_RPS23,CYB561A3_GNG7,RPL36_TCL1A
HLA-DMA_SAT1,CEBPD_SMIM14,HLA-E_RPL13A,RPS28_TALDO1
CD247_PYCARD,AP1S2_CD37,AIF1_CCL4,LCK_RPS18
RPS15A_SERPINA1,CEBPD_FCER2,CTSS_KIAA0125,ISG20_RPL30
CD72_HLA-DOB,ARPC5L_TYMP,HLA-DPB1_SAT1,GABARAP_RPL31
GSTP1_VPREB3,PFN1_PKIG,AIF1_CD72,APOBEC3G_HLA-C
CD3D_TKT,CD247_RPS3A,NPC2_RPS15A,RPL31_RPS28
FTH1_RPS15A,CD79B_GSTP1,RPL32_RPS15A,HLA-DOB_RPS25
FTH1_PNOC,AP1S2_NKG7,C12orf75_HLA-DRB5,IL32_MALAT1
SNX2_TIGIT,CD68_RPL13,AIF1_NCR3,GSTP1_HLA-DMB
S100A4_TSPAN13,CD3D_RPL13,RPL14_RPL23A,GABARAP_RPS29
CTSW_RPL27A,RPL13_RPS4X,FTH1_PDLIM1,GSTP1_KLRG1
DUSP2_FCN1,CD37_CD79B,GZMH_TMEM66,CD37_RPS10
EAF2_OAZ1,CTSS_LST1,CXCR4_HLA-DMA,RPS5_SERPINA1
HLA-DQB1_RPL36,NKG7_SPIB,CCL5_TALDO1,CD79B_KLRG1
GRN_PYCARD,GZMA_PRF1,CD3E_GSTP1,PSAP_TKT
LGALS1_RPL32,S100A4_TSPO,GABARAP_MATK,PDLIM1_TALDO1
HCST_RPL13,MARCH1_PTPRCAP,CCR7_CD79B,FCGRT_HLA-DRB1
CD79B_FCER2,CDA_TALDO1,HLA-DPA1_RPL14,IRF8_S100A4
PSAP_RPS14,CYB561A3_RPS25,P2RX5_RPL23A,GZMH_RPL30
APOBEC3G_CTSS,RPL32_SPI1,HLA-DRB1_PSAP,HVCN1_RPS18
AP1S2_SNX2,FTL_RPL13,NCR3_TYROBP,P2RX5_RPS12
GZMH_MALAT1,HLA-DQB1_RPL13,RPLP2_S100A4,RPLP0_SERPINA1
NPC2_SPIB,LY86_RAC1,GABARAP_RPLP2,PRF1_RPS12
HLA-DRB5_RPL5,SPI1_TSPO,GNG7_TIGIT,HLA-DPA1_TCL1A
C12orf75_PFN1,RPL32_SAT1,RPS14_SMIM14,CD247_GNG7
RPL5_TYMP,RPS27_S100A9,ARPC5L_VPREB3,HLA-DQA1_RPS10
KIAA0125_SNX2,CD8A_RPL36,CCL5_LGALS3,HLA-DMB_TPT1
HOPX_TKT,RPS25_S100A6,GSTP1_TSPAN13,HLA-DOB_PDLIM1
BLK_GZMA,DUSP2_RPL36,RPL18A_SPIB,ARPC5L_HCST
GNG7_GPX1,P2RX5_TMEM66,APOBEC3G_SH2D1A,HLA-DRB1_P2RX5
HLA-DPB1_NPC2,CD40_PSAP,LYZ_MALAT1,FTH1_RPL31
MYL12A_RPL30,LY86_OAZ1,RPS25_SNX2,CD74_PKIG
CCL5_HLA-DMB,IL32_RPS12,APOBEC3G_HOPX,AC092580.4_RPLP0
LGALS3_RARRES3,NKG7_VPREB3,LGALS3_SPIB,PFN1_RPS12
CD72_HLA-DQB1,BLK_FCRLA,PTPRCAP_SMIM14,PNOC_RPS18
TMEM66_VPREB3,BLK_HLA-DRA,CTSS_S100A8,IL7R_NKG7
RPL18A_RPS27,CST3_ISG20,APOBEC3G_RPS12,HLA-DQB1_RPL30
FTH1_HLA-C,HOPX_RPL10,DUSP2_RPL27A,HLA-E_RPS13
GSTP1_P2RX5,LCK_TALDO1,CEBPD_COTL1,FCN1_RPS5
NPC2_RPLP0,HLA-B_NCR3,CYBA_RPL9,IL32_RPS15A
CD3E_RPS3A,FCER2_SAT1,CD3D_RAC1,GPX1_P2RX5
HLA-DMA_RPL31,APOBEC3G_MS4A1,HLA-DQB1_RPL27A,CTSS_PYCARD
GPX1_NEAT1,HLA-B_MS4A6A,CD68_MARCH1,RPL13A_TMEM66
HLA-DQA2_TSPAN13,COTL1_SAT1,CHST12_TCL1A,HCST_SAMD3
DUSP2_RPS20,LY86_SNX2,CD79B_MS4A6A,HLA-DOB_MS4A1
GRN_TCL1A,CD72_CST3,PTPRCAP_SERPINA1,FCGRT_LST1
CCL5_PSAP,BANK1_RPL14,CFP_HOPX,CTSW_PNOC
RPS15A_RPS18,GNG7_RPS3A,HLA-C_RPS11,GPX1_LYZ
APOBEC3G_CD8B,KIAA0125_MARCH1,CCL5_HLA-DMA,P2RX5_RPL35A
FCER1G_SPI1,CD14_PDLIM1,IRF8_NCR3,CD99_FCN1
RPL23A_RPL31,CD8B_RPSA,AIF1_CTSW,HCST_P2RX5
AIF1_CYB561A3,CFP_GZMH,HLA-B_SNX2,RPS13_SH2D1A
LGALS3_RPS15A,CST3_RPS3,GRN_NKG7,LCK_RPS15A
CTSW_PKIG,HLA-DQA2_RPS12,RPL32_VPREB3,CD3E_RPS3A
ARPC5L_P2RX5,RPL3_RPS15A,CD3E_RPL23A,BLK_HLA-DMA
HLA-DPB1_RPL35A,FTH1_HLA-DOB,GNG7_PSAP,CD79A_RPL30
HLA-DQA1_RPS3A,GABARAP_HLA-DMB,HCST_RPL36,CD3E_PRF1
RPL23A_TMEM66,AC092580.4_VPREB3,CD79A_SPIB,CFD_RPS28
GZMM_S100A6,HVCN1_NCF2,CCL5_SH2D1A,CFD_IRF8
HCST_TSPO,RPS11_S100A4,SMIM14_TPT1,S100A4_SPI1
DUSP2_LST1,CDA_RPS11,FGFBP2_OAZ1,P2RX5_PSAP
GPX1_SERPINA1,LTB_LY86,RPL23A_SMIM14,HLA-DRB5_RPL21
FCN1_SAMD3,FCN1_SMIM14,FTH1_HOPX,HLA-C_HLA-DMA
GZMH_LYZ,NKG7_P2RX5,PNOC_RPL11,GZMM_S100A4
HLA-DRB5_SAT1,ARPC5L_HLA-E,HLA-A_IRF8,LINC00926_S100A4
HVCN1_PFN1,CD99_RPL10,CD3D_LYZ,MARCH1_RAC1
HOPX_RPS25,EAF2_TSPO,RAC1_RPS15A,MS4A1_TALDO1
BRI3_PYCARD,FCGRT_NCF2,HLA-DQA1_TYMP,RPL30_SMIM14
HVCN1_SMIM14,FCRL6_RPS4X,CD74_TSPAN13,ARPC5L_RPS12
CST7_GZMM,CFP_PNOC,COTL1_RPSA,CFD_PDLIM1
CD99_SERPINA1,CHST12_MALAT1,ARPC5L_RPL32,HLA-C_HLA-E
LGALS2_P2RX5,PKIG_RPL3,PDLIM1_RARRES3,HVCN1_TALDO1
LGALS3_RPS14,RPL10_RPS10,FCER1G_HLA-DQB1,CD72_RPL30
NPM1_SAT1,PNOC_RPL18A,B2M_RPS18,CYBA_RPS25
BLVRB_LTB,CD2_TCL1A,CFP_PNOC,CD37_HLA-A
EEF1A1_TMEM66,RPL3_RPL30,GNG7_HLA-DMB,NCF2_TSPAN13
LYZ_RPS13,GZMK_NPM1,GZMH_S100A8,CFP_SMIM14
CD3E_LST1,HLA-DQA2_SH2D2A,CD99_HLA-DOB,GNG7_TIGIT
BLK_RPS10,CYBA_HLA-C,CD99_FGFBP2,CD40_TALDO1
CYB561A3_PPAPDC1B,HOPX_IRF8,TSPAN13_TYROBP,CD2_RPS10
LCK_S100A9,FGFBP2_RPL10,B2M_C12orf75,CYB561A3_FTL
CYB561A3_LY86,ISG20_SNX2,LGALS3_LTB,HLA-DRB1_VPREB3
MARCH1_RPL27A,PYCARD_S100A9,C12orf75_CYBA,FTH1_LINC00926
IRF8_TSPAN13,MATK_PSAP,ISG20_RAC1,IL7R_VPREB3
HLA-DMB_LCK,HLA-C_RAC1,AIF1_RPS10,KIAA0125_RPL36
GNG7_RPS10,FCRL6_SMIM14,CDA_RPS23,CYBA_RPS28
LYZ_SAT1,CST7_NCR3,GZMH_ISG20,CCR7_TMEM66
S100A6_SERPINA1,CXCR4_GSTP1,KIAA0125_RPS29,CCL5_MS4A1
MS4A1_TMEM66,APOBEC3G_HLA-A,CYB561A3_RPL5,LST1_RPL32
LYZ_VPREB3,CST3_S100A8,MYL12A_RPS3,HLA-DQA1_RPS25
CD8A_CST7,LINC00926_LTB,CD74_LINC00926,FCRL6_RPS3
CST7_HLA-B,FGFBP2_RPS18,NCF2_TCL1A,CEBPD_CYBA
DUSP2_FCER2,HLA-DRA_HOPX,HLA-B_RPL9,CD8B_LST1
GABARAP_RPLP0,GZMK_LYZ,IRF8_RPS4X,RPS25_RPS29
HLA-DMA_PTPRCAP,CCL5_FCN1,LGALS3_RPL5,ISG20_RPS5
CCL4_CD79B,CDA_FCGRT,CD99_RPSA,LINC00926_RAC1
CD74_IRF8,TSPAN13_TYMP,CYBA_SPI1,HLA-DQB1_SMIM14
PDLIM1_RPL23A,APOBEC3G_RPS13,MALAT1_NPC2,CD99_RPL30
CD99_HLA-DOB,FCRL6_RPLP2,NPC2_RPS18,CD99_RPS29
P2RX5_RPL21,RPL18A_S100A8,GABARAP_TMEM66,MS4A1_PDLIM1
OAZ1_SAT1,LST1_S100A4,AC092580.4_RPS11,KLRG1_NCF2
AP1S2_TKT,RPL30_RPS18,COTL1_MATK,HLA-DPB1_MYL12A
LY86_PSAP,HLA-C_TPT1,CD74_NEAT1,CD8B_RPL35A
RAC1_TYROBP,PDLIM1_S100A8,MARCH1_RPS13,CD40_RPS3
HLA-DMA_LYZ,HLA-DQA2_PNOC,CYBA_RPLP2,HLA-DRB1_RPS13
HVCN1_LYZ,CCR7_FCN1,CTSW_LY86,ISG20_P2RX5
CD99_NCR3,LDHB_RPL9,FCGRT_GZMA,CTSW_NPC2
CHST12_RPS10,GRN_RPL11,CD37_TKT,GPX1_RPL10A
CCR7_ISG20,LGALS1_TCL1A,IL32_RPS15A,CYB561A3_RPL27A
GRN_IRF8,HLA-DQA2_RPL23A,LCK_S100A4,CEBPD_HCST
CD79B_TMEM66,LGALS2_NCR3,CD99_CXCR4,NEAT1_PNOC
CD79A_HLA-DPA1,BANK1_S100A4,GZMA_LY86,CST3_CTSS
C12orf75_EEF1A1,GZMA_NCR3,CCR7_HLA-E,GZMH_TPT1
HLA-DRB5_RPS15A,FTL_RPS20,NPM1_RPL10A,PNOC_RPL5
LY86_RPS23,RPL36_RPS18,CD37_RPS14,CD99_TPT1
ARPC5L_CD79B,LCK_TMEM66,CTSW_PFN1,GZMA_RPL14
BLVRB_HLA-DOB,NEAT1_P2RX5,CST7_LST1,APMAP_HLA-E
NKG7_NPM1,HLA-DRB5_RPL13,CD72_NPC2,RPLP0_S100A9
EEF1A1_IRF8,KLRG1_RPS10,RPL11_TSPO,IL7R_LTB
HLA-DQB1_MALAT1,C12orf75_GSTP1,HLA-DMB_TCL1A,CFP_RPL32
LYAR_RPS27,HLA-A_RPS29,PSAP_RPS27A,CEBPD_TPT1
APOBEC3G_TIGIT,CD79A_SPIB,CD40_GPX1,HLA-B_RPL35A
CCR7_PDLIM1,BANK1_CFP,COTL1_RPS4X,CHST12_TALDO1
LDHB_PDLIM1,MYL12A_VPREB3,CD247_FCRL6,FCRLA_KIAA0125
BLK_CD3E,MATK_RPL27A,CD74_CTSS,CYB561A3_PFN1
FCER1G_PFN1,HLA-C_LDHB,CYB561A3_LY86,APOBEC3G_GRN
